EmployeeNumber,Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1755,38,No,Human Resources,28,3,Technical Degree,1,3,Female,84,2,2,Reseach Director,1,Divorced,2363,3138,8,Y,No,11,3,1,8,3,31,4,1,13,9,3,17
1756,65,No,Human Resources,16,3,Technical Degree,1,1,Female,87,2,2,Human Resources,4,Divorced,6629,17001,7,Y,No,24,3,1,8,0,30,5,4,17,16,4,7
1757,23,Yes,Sales,27,1,Human Resources,1,1,Female,92,1,2,Reseach Director,2,Single,4763,15670,0,Y,No,15,4,1,8,1,18,4,3,4,15,12,9
1758,45,No,Human Resources,13,1,Life Sciences,1,1,Female,81,2,1,Human Resources,2,Married,17602,25460,5,Y,Yes,16,3,3,8,1,14,0,2,14,1,9,1
1759,34,Yes,Research & Development,26,1,Life Sciences,1,1,Female,53,3,4,Manufacturing Director,1,Married,17176,20641,3,Y,Yes,22,3,1,8,0,32,2,2,6,3,2,2
1760,22,No,Sales,28,1,Other,1,4,Male,38,1,2,Manufacturing Director,3,Married,1246,7811,3,Y,No,16,4,2,8,1,16,2,3,24,10,5,4
1761,48,No,Sales,13,3,Medical,1,4,Female,66,3,4,Manager,4,Divorced,9536,18052,2,Y,No,16,4,2,8,1,35,1,4,13,6,2,15
1762,22,No,Sales,2,4,Human Resources,1,3,Male,82,3,2,Sales Representative,4,Divorced,9084,25698,8,Y,Yes,19,3,3,8,3,19,3,1,39,16,4,9
1763,55,No,Human Resources,3,4,Medical,1,3,Male,53,1,4,Human Resources,3,Divorced,18969,19652,1,Y,Yes,11,4,2,8,2,8,1,1,35,18,10,10
1764,20,No,Sales,22,2,Human Resources,1,2,Female,50,3,4,Sales Executive,3,Married,9700,17690,0,Y,Yes,20,4,2,8,3,37,4,3,34,5,12,15
1765,40,No,Sales,8,4,Human Resources,1,4,Male,69,2,1,Sales Executive,4,Married,10765,17716,2,Y,No,16,4,2,8,2,2,4,4,23,9,14,11
1766,54,No,Sales,24,3,Human Resources,1,1,Male,91,3,4,Sales Representative,4,Married,4549,8503,3,Y,Yes,23,3,1,8,2,1,6,3,14,3,0,1
1767,54,No,Human Resources,15,3,Medical,1,1,Female,99,1,3,Reseach Director,4,Single,10336,10166,3,Y,Yes,18,3,1,8,1,17,0,4,10,0,2,10
1768,27,No,Research & Development,11,3,Technical Degree,1,2,Male,98,1,1,Human Resources,2,Single,11549,12444,5,Y,No,18,3,2,8,2,22,0,3,23,6,6,0
1769,27,No,Sales,9,2,Medical,1,1,Female,43,1,2,Laboratory Technician,2,Single,8266,17095,0,Y,Yes,22,4,2,8,2,18,0,3,10,15,2,4
1770,36,No,Research & Development,7,1,Human Resources,1,2,Female,71,3,1,Healthcare Representative,2,Divorced,17542,11315,0,Y,No,25,3,2,8,0,6,0,3,16,16,4,13
1771,34,No,Human Resources,13,4,Other,1,3,Female,79,2,3,Laboratory Technician,1,Divorced,12729,21764,1,Y,Yes,25,4,2,8,2,34,0,3,5,4,6,17
1772,38,No,Human Resources,2,3,Life Sciences,1,4,Male,90,1,3,Healthcare Representative,2,Married,2633,14810,3,Y,Yes,13,4,1,8,0,19,0,4,20,9,12,6
1773,31,No,Human Resources,8,3,Human Resources,1,2,Male,33,2,4,Sales Executive,4,Single,8670,3407,6,Y,Yes,23,4,3,8,3,19,0,2,7,6,1,4
1774,26,No,Human Resources,7,1,Other,1,1,Male,46,1,3,Manufacturing Director,2,Married,19967,19368,5,Y,Yes,15,4,2,8,1,18,0,3,14,12,2,7
1775,63,Yes,Research & Development,24,3,Technical Degree,1,2,Male,86,2,3,Manager,2,Single,8538,23645,8,Y,Yes,20,3,1,8,2,40,6,1,31,6,3,14
1776,18,No,Sales,12,4,Human Resources,1,3,Female,77,2,3,Research Scientist,3,Single,14663,26774,6,Y,No,14,4,2,8,0,15,5,2,9,14,15,4
1777,62,No,Human Resources,19,2,Other,1,1,Male,73,2,3,Reseach Director,1,Married,3117,21556,4,Y,No,22,4,3,8,3,37,0,1,27,16,4,12
1778,30,No,Human Resources,7,3,Human Resources,1,3,Female,74,1,2,Sales Representative,1,Married,4956,11028,5,Y,Yes,11,3,1,8,3,20,2,1,14,2,11,1
1779,21,No,Research & Development,10,4,Medical,1,3,Male,62,3,2,Sales Executive,3,Single,8908,15859,8,Y,No,19,4,1,8,3,28,0,3,11,4,8,4
1780,18,No,Research & Development,29,3,Other,1,2,Male,60,3,1,Manufacturing Director,4,Single,14381,8558,0,Y,Yes,15,3,3,8,0,37,3,1,17,9,8,4
1781,57,No,Human Resources,25,1,Medical,1,3,Male,76,3,4,Manufacturing Director,1,Divorced,5923,17277,8,Y,Yes,12,3,3,8,0,23,0,3,36,4,15,5
1782,49,No,Sales,16,3,Medical,1,1,Male,35,2,2,Healthcare Representative,2,Married,7676,7182,5,Y,Yes,22,3,1,8,1,36,5,3,23,6,3,15
1783,51,Yes,Sales,15,3,Other,1,3,Male,63,1,3,Manufacturing Director,4,Married,3272,6332,3,Y,Yes,12,4,3,8,2,28,6,2,36,6,13,1
1784,45,No,Human Resources,10,2,Life Sciences,1,3,Female,82,2,4,Human Resources,1,Married,4824,18887,4,Y,Yes,21,3,2,8,3,30,4,1,28,13,8,4
1785,48,Yes,Research & Development,25,1,Other,1,2,Male,43,1,2,Reseach Director,1,Married,1586,26781,0,Y,No,17,4,3,8,1,38,5,3,9,14,3,14
1786,25,No,Human Resources,18,1,Life Sciences,1,3,Male,45,2,1,Research Scientist,4,Single,16038,17002,6,Y,No,14,3,3,8,0,11,5,1,13,4,1,0
1787,56,No,Human Resources,18,2,Human Resources,1,4,Male,72,1,3,Sales Executive,1,Divorced,17815,4538,7,Y,No,11,3,1,8,1,29,4,2,15,4,9,2
1788,43,No,Research & Development,5,3,Human Resources,1,2,Male,41,1,4,Human Resources,3,Married,3772,5438,4,Y,No,15,3,3,8,3,3,0,1,36,3,0,14
1789,51,Yes,Human Resources,27,4,Other,1,2,Female,99,1,2,Sales Executive,2,Single,18622,14503,1,Y,Yes,12,3,1,8,3,29,6,2,10,8,6,2
1790,20,Yes,Human Resources,29,1,Human Resources,1,1,Male,48,2,4,Manager,2,Single,16654,18561,7,Y,No,25,4,2,8,1,4,6,2,25,11,3,7
1791,29,No,Human Resources,7,1,Technical Degree,1,1,Female,70,3,2,Research Scientist,4,Single,9954,9841,6,Y,Yes,17,4,3,8,3,15,0,2,39,15,11,14
1792,18,Yes,Research & Development,28,3,Medical,1,1,Male,82,2,1,Manufacturing Director,2,Single,18080,6234,8,Y,Yes,25,3,3,8,0,26,4,1,18,7,7,0
1793,61,Yes,Sales,2,3,Medical,1,1,Female,58,2,3,Manager,2,Single,18115,18162,3,Y,No,19,3,1,8,3,3,3,1,17,8,7,5
1794,22,Yes,Sales,23,1,Life Sciences,1,4,Female,99,1,1,Healthcare Representative,1,Married,14863,16279,8,Y,No,23,3,1,8,2,7,1,2,29,11,11,16
1795,47,No,Research & Development,13,3,Human Resources,1,2,Female,88,1,3,Manager,2,Married,18139,9179,3,Y,Yes,11,4,3,8,2,7,2,1,31,6,7,15
1796,47,No,Sales,23,4,Life Sciences,1,3,Female,93,3,3,Laboratory Technician,2,Divorced,3721,25844,2,Y,Yes,22,3,1,8,3,16,4,3,22,3,5,12
1797,34,No,Human Resources,5,1,Medical,1,1,Female,53,3,4,Healthcare Representative,4,Married,18100,17727,2,Y,Yes,12,3,3,8,1,2,0,3,11,2,8,0
1798,65,No,Sales,6,4,Medical,1,1,Male,45,1,2,Research Scientist,1,Single,16866,24310,1,Y,No,21,4,2,8,3,26,2,4,12,0,13,2
1799,64,No,Human Resources,24,4,Human Resources,1,1,Female,81,3,1,Reseach Director,2,Divorced,9635,17899,2,Y,Yes,16,3,3,8,2,33,0,1,20,6,3,5
1800,40,No,Sales,26,3,Technical Degree,1,3,Male,35,3,1,Laboratory Technician,4,Single,14077,12289,7,Y,Yes,18,3,2,8,0,20,1,2,20,8,4,2
1801,32,No,Research & Development,29,4,Technical Degree,1,1,Female,66,1,1,Sales Executive,3,Single,17876,14363,7,Y,Yes,17,3,2,8,2,23,1,2,28,1,3,14
1802,54,No,Sales,14,3,Human Resources,1,3,Female,33,2,4,Sales Representative,4,Married,15728,19279,1,Y,Yes,19,3,1,8,3,40,4,1,28,6,4,14
1803,38,No,Sales,12,2,Human Resources,1,2,Male,67,3,4,Sales Representative,4,Single,2542,16816,1,Y,No,24,4,1,8,3,28,2,3,26,9,1,10
1804,31,Yes,Sales,4,3,Life Sciences,1,2,Female,70,1,4,Laboratory Technician,2,Married,17562,25195,1,Y,No,12,4,1,8,1,38,5,1,28,1,4,5
1805,19,No,Research & Development,29,4,Human Resources,1,2,Female,43,3,3,Reseach Director,1,Single,18413,24561,6,Y,Yes,22,4,1,8,3,5,6,4,14,12,9,5
1806,28,No,Sales,23,2,Technical Degree,1,4,Female,80,3,1,Human Resources,3,Divorced,8102,11353,5,Y,No,19,3,3,8,3,13,6,1,11,2,7,8
1807,56,No,Research & Development,6,3,Human Resources,1,3,Female,94,1,3,Sales Representative,2,Single,14165,15571,0,Y,Yes,14,3,2,8,0,13,2,1,40,12,8,13
1808,55,Yes,Human Resources,21,4,Life Sciences,1,1,Male,81,3,1,Laboratory Technician,2,Married,18240,17896,1,Y,No,21,4,3,8,0,36,5,1,18,9,6,10
1809,51,Yes,Sales,23,1,Life Sciences,1,1,Female,59,3,1,Research Scientist,2,Single,14794,14425,0,Y,No,25,3,2,8,0,23,1,1,11,11,6,5
1810,55,No,Research & Development,15,1,Life Sciences,1,1,Female,86,3,2,Reseach Director,3,Married,16600,14919,6,Y,No,13,3,2,8,1,12,0,1,22,2,13,17
1811,51,No,Research & Development,8,3,Life Sciences,1,1,Male,59,2,1,Reseach Director,1,Married,15703,22658,5,Y,No,17,4,2,8,1,0,6,3,4,5,5,14
1812,35,No,Sales,26,3,Other,1,4,Male,71,2,4,Human Resources,3,Divorced,4355,11692,1,Y,Yes,15,4,3,8,2,11,5,3,25,2,1,8
1813,47,No,Human Resources,9,1,Human Resources,1,1,Female,40,3,4,Healthcare Representative,3,Married,5022,14024,1,Y,Yes,23,3,1,8,1,23,5,1,9,1,9,10
1814,32,No,Research & Development,5,4,Medical,1,4,Female,56,1,4,Manufacturing Director,1,Divorced,1040,18740,1,Y,Yes,15,4,3,8,0,36,4,4,21,13,11,1
1815,44,No,Sales,10,4,Human Resources,1,3,Male,53,3,2,Sales Representative,3,Divorced,12165,14132,7,Y,No,22,3,2,8,1,19,3,2,38,14,10,5
1816,51,Yes,Human Resources,18,4,Other,1,2,Female,68,3,2,Manufacturing Director,2,Single,11313,21569,6,Y,No,23,4,3,8,3,5,1,1,22,17,9,13
1817,55,No,Research & Development,6,3,Life Sciences,1,1,Male,47,2,3,Manufacturing Director,3,Divorced,8886,18219,0,Y,Yes,12,4,2,8,1,11,5,2,10,18,12,13
1818,50,No,Research & Development,16,2,Other,1,2,Female,74,2,1,Research Scientist,2,Married,7179,23274,3,Y,No,16,3,1,8,3,20,1,3,27,9,8,12
1819,41,No,Human Resources,24,2,Technical Degree,1,3,Male,41,2,1,Sales Executive,3,Married,13087,26619,3,Y,No,16,3,1,8,2,2,4,4,30,16,15,4
1820,32,No,Human Resources,27,2,Technical Degree,1,3,Male,78,3,4,Manufacturing Director,2,Divorced,3324,14565,6,Y,Yes,22,4,3,8,3,26,0,2,7,16,13,8
1821,47,Yes,Sales,22,2,Human Resources,1,1,Male,60,3,4,Reseach Director,3,Single,1074,18801,1,Y,No,14,3,1,8,0,35,2,1,38,18,4,10
1822,59,No,Sales,10,2,Human Resources,1,3,Female,51,1,4,Human Resources,2,Divorced,13429,3298,3,Y,Yes,15,3,2,8,2,16,1,3,27,3,5,6
1823,34,No,Research & Development,11,3,Medical,1,2,Female,73,3,4,Human Resources,2,Divorced,19321,11788,0,Y,No,17,3,2,8,2,14,4,1,15,10,0,1
1824,22,No,Human Resources,11,3,Medical,1,1,Female,93,3,4,Sales Executive,2,Married,8542,15806,3,Y,Yes,24,4,1,8,2,38,4,1,30,16,15,11
1825,46,No,Human Resources,17,2,Technical Degree,1,4,Female,54,2,4,Healthcare Representative,1,Single,15213,3532,0,Y,No,18,3,1,8,0,3,4,4,40,9,4,4
1826,21,No,Human Resources,4,3,Life Sciences,1,1,Male,80,2,1,Reseach Director,3,Single,16326,23660,1,Y,No,16,3,1,8,3,16,6,1,15,16,5,1
1827,27,No,Research & Development,4,3,Other,1,2,Male,36,2,2,Reseach Director,3,Single,16466,11239,1,Y,No,15,4,3,8,2,37,6,3,4,11,9,13
1828,34,No,Human Resources,17,2,Medical,1,1,Male,35,2,4,Manager,4,Single,17977,18359,2,Y,No,22,4,3,8,0,10,6,1,34,9,15,6
1829,27,No,Human Resources,9,4,Medical,1,1,Female,53,2,1,Manufacturing Director,4,Married,6253,10838,7,Y,No,13,4,2,8,2,11,2,1,24,9,10,4
1830,34,No,Research & Development,19,3,Life Sciences,1,2,Female,48,1,4,Laboratory Technician,4,Single,9163,7228,5,Y,Yes,17,4,3,8,2,31,6,3,12,5,1,3
1831,37,Yes,Sales,29,4,Life Sciences,1,1,Female,38,1,3,Human Resources,2,Single,19141,13538,5,Y,No,18,3,3,8,0,26,1,1,28,16,6,9
1832,41,No,Sales,22,3,Human Resources,1,1,Male,65,1,3,Manufacturing Director,1,Single,19597,14423,8,Y,Yes,13,3,2,8,1,26,5,4,26,18,13,15
1833,22,No,Research & Development,24,3,Other,1,2,Female,69,2,1,Sales Representative,2,Married,12831,26616,7,Y,Yes,15,4,2,8,2,39,4,3,39,1,3,5
1834,51,No,Human Resources,6,2,Life Sciences,1,3,Female,53,2,2,Sales Executive,3,Married,2901,15280,1,Y,Yes,21,4,1,8,1,28,2,4,16,3,4,5
1835,23,No,Research & Development,3,3,Medical,1,2,Male,77,2,3,Reseach Director,1,Single,8027,7911,5,Y,No,12,3,1,8,2,8,6,1,36,17,2,8
1836,19,No,Sales,22,1,Medical,1,1,Male,92,1,3,Manager,1,Married,11630,10161,0,Y,Yes,20,3,3,8,1,2,0,2,37,3,4,0
1837,30,No,Sales,1,1,Technical Degree,1,4,Female,98,2,2,Sales Executive,3,Divorced,1982,14861,8,Y,No,20,4,2,8,3,38,3,4,28,5,11,15
1838,60,No,Research & Development,20,2,Life Sciences,1,4,Male,82,1,3,Manufacturing Director,2,Single,11843,20512,3,Y,No,22,3,3,8,1,28,1,4,33,13,3,16
1839,60,No,Research & Development,22,4,Human Resources,1,2,Female,83,2,4,Healthcare Representative,1,Married,7624,7652,3,Y,No,14,3,3,8,1,20,2,1,29,6,11,12
1840,65,No,Sales,16,4,Other,1,4,Male,71,3,2,Sales Representative,3,Single,5338,14945,8,Y,Yes,22,4,2,8,1,34,3,2,30,11,13,5
1841,28,Yes,Research & Development,19,4,Human Resources,1,1,Male,74,1,3,Manufacturing Director,2,Single,2486,12551,2,Y,No,14,4,2,8,1,9,3,1,21,1,9,1
1842,64,No,Sales,11,1,Medical,1,1,Male,43,3,2,Laboratory Technician,4,Married,8338,5721,4,Y,No,22,4,2,8,3,22,6,2,24,17,5,7
1843,40,No,Research & Development,13,4,Human Resources,1,2,Female,58,1,4,Research Scientist,1,Divorced,7453,13749,0,Y,No,23,4,2,8,0,38,2,3,3,12,1,3
1844,33,No,Research & Development,27,4,Medical,1,1,Female,35,2,3,Manufacturing Director,1,Single,17394,7406,5,Y,Yes,18,3,3,8,1,24,5,1,34,12,2,8
1845,48,No,Research & Development,10,2,Medical,1,3,Female,36,2,1,Manufacturing Director,3,Divorced,12415,20932,2,Y,Yes,13,4,3,8,0,23,5,2,40,4,11,6
1846,28,No,Sales,3,4,Medical,1,1,Male,66,3,3,Healthcare Representative,3,Married,7852,10754,0,Y,Yes,15,3,3,8,2,19,2,1,8,6,14,0
1847,33,No,Research & Development,9,1,Medical,1,2,Male,82,2,3,Reseach Director,2,Single,6981,19846,5,Y,Yes,21,3,2,8,0,14,2,4,25,11,9,13
1848,25,No,Sales,28,1,Medical,1,3,Male,47,1,4,Human Resources,4,Married,16304,9721,1,Y,No,15,3,1,8,1,20,4,2,26,13,0,1
1849,21,No,Sales,12,1,Technical Degree,1,3,Male,67,2,1,Research Scientist,4,Married,6114,13416,7,Y,Yes,12,4,3,8,0,11,0,3,26,0,6,7
1850,57,No,Research & Development,23,2,Human Resources,1,4,Female,88,2,1,Healthcare Representative,3,Married,11940,19650,1,Y,No,19,3,1,8,3,17,5,4,17,9,8,10
1851,21,No,Research & Development,14,2,Technical Degree,1,1,Female,30,1,1,Human Resources,3,Married,8711,18586,3,Y,Yes,14,4,1,8,3,22,4,3,29,8,1,4
1852,42,No,Sales,1,3,Technical Degree,1,2,Female,97,3,4,Laboratory Technician,2,Single,15145,22035,2,Y,No,19,4,1,8,1,40,3,4,30,9,6,17
1853,20,No,Sales,18,4,Life Sciences,1,4,Male,73,3,4,Sales Executive,3,Divorced,3608,8784,8,Y,Yes,19,4,2,8,0,28,3,3,2,6,14,11
1854,49,No,Human Resources,17,2,Life Sciences,1,4,Male,76,2,4,Research Scientist,2,Divorced,3244,11310,1,Y,Yes,12,3,2,8,2,40,3,3,28,15,2,4
1855,20,No,Sales,27,1,Life Sciences,1,1,Female,64,1,4,Manager,2,Single,6482,13838,2,Y,Yes,19,4,3,8,3,35,2,1,6,11,4,6
1856,44,No,Human Resources,9,1,Other,1,1,Male,89,3,4,Healthcare Representative,4,Single,1027,17464,6,Y,No,19,4,3,8,1,4,1,4,17,11,5,1
1857,46,No,Human Resources,9,2,Life Sciences,1,2,Female,81,3,1,Sales Executive,2,Divorced,1867,21709,3,Y,No,12,3,2,8,3,38,4,1,15,18,7,16
1858,49,No,Human Resources,23,2,Human Resources,1,4,Male,37,2,2,Sales Executive,4,Divorced,6389,14723,5,Y,Yes,21,4,2,8,1,25,1,1,31,12,3,12
1859,36,No,Research & Development,10,2,Technical Degree,1,2,Male,70,1,4,Manufacturing Director,4,Single,4041,3564,2,Y,Yes,23,3,1,8,0,38,6,1,37,17,1,10
1860,38,No,Research & Development,19,3,Human Resources,1,4,Female,32,3,2,Manufacturing Director,4,Married,19924,16691,0,Y,Yes,16,3,2,8,0,10,0,1,24,2,2,4
1861,22,Yes,Sales,29,1,Life Sciences,1,4,Female,98,2,3,Manager,3,Single,8480,6964,5,Y,Yes,19,4,2,8,0,10,0,3,31,6,7,12
1862,35,No,Human Resources,15,3,Other,1,4,Male,43,2,3,Manager,4,Divorced,5728,12665,3,Y,Yes,14,4,2,8,0,17,4,1,18,0,6,12
1863,45,Yes,Research & Development,28,3,Other,1,1,Female,55,2,4,Manager,1,Married,13952,15783,1,Y,Yes,12,4,2,8,0,11,3,1,2,2,5,7
1864,59,No,Research & Development,15,4,Technical Degree,1,4,Female,99,2,3,Sales Executive,3,Divorced,5872,13574,6,Y,No,17,4,1,8,1,15,6,1,34,13,4,10
1865,39,No,Research & Development,20,1,Human Resources,1,4,Male,87,3,2,Human Resources,2,Married,5047,6845,4,Y,No,25,3,3,8,3,26,5,3,28,3,10,7
1866,38,No,Research & Development,23,1,Medical,1,4,Male,69,1,3,Reseach Director,3,Divorced,19845,3925,5,Y,No,19,4,1,8,2,35,0,4,10,18,4,9
1867,23,No,Research & Development,25,2,Human Resources,1,3,Male,80,2,3,Reseach Director,2,Married,3855,8020,5,Y,No,16,4,2,8,3,16,1,3,5,5,0,10
1868,18,No,Human Resources,28,2,Life Sciences,1,1,Female,34,2,2,Reseach Director,1,Single,9073,10737,8,Y,No,21,3,2,8,0,20,1,3,18,8,13,0
1869,22,No,Human Resources,2,4,Medical,1,3,Male,61,3,3,Research Scientist,1,Single,12403,8908,1,Y,No,21,4,3,8,3,36,5,3,36,10,5,6
1870,58,No,Human Resources,13,3,Other,1,1,Male,30,2,4,Research Scientist,1,Married,7631,19216,5,Y,Yes,24,4,3,8,3,30,2,4,26,14,12,7
1871,29,No,Human Resources,24,2,Technical Degree,1,2,Male,83,2,2,Manager,2,Married,13304,9348,8,Y,Yes,14,4,3,8,1,34,3,1,4,8,8,5
1872,43,No,Sales,16,2,Technical Degree,1,3,Male,40,1,2,Reseach Director,3,Single,12791,20856,3,Y,Yes,11,4,1,8,2,26,2,1,25,10,7,13
1873,63,No,Human Resources,15,1,Other,1,2,Male,82,2,1,Laboratory Technician,4,Single,2168,12641,5,Y,Yes,14,4,3,8,2,22,4,4,34,9,11,6
1874,51,No,Research & Development,25,1,Life Sciences,1,4,Female,37,3,1,Manufacturing Director,4,Married,5635,17154,6,Y,Yes,13,3,2,8,0,31,0,4,18,1,9,2
1875,31,No,Human Resources,10,2,Other,1,2,Male,54,1,2,Laboratory Technician,2,Married,4731,11727,0,Y,No,17,4,2,8,1,16,5,2,16,13,14,1
1876,43,No,Sales,14,1,Life Sciences,1,2,Male,69,3,2,Reseach Director,2,Single,12639,22156,4,Y,No,21,3,2,8,1,10,5,1,34,3,0,17
1877,62,No,Research & Development,10,4,Medical,1,2,Female,61,1,1,Reseach Director,2,Divorced,12283,12032,3,Y,No,23,3,1,8,1,0,5,3,12,1,10,2
1878,44,No,Human Resources,25,2,Other,1,2,Male,57,1,4,Manufacturing Director,2,Single,15897,4493,1,Y,No,21,3,3,8,1,27,2,3,13,4,12,13
1879,26,No,Human Resources,14,1,Life Sciences,1,1,Male,32,2,3,Reseach Director,4,Married,7598,15203,1,Y,No,20,3,3,8,1,17,2,1,29,13,5,17
1880,43,No,Human Resources,26,4,Medical,1,3,Female,91,2,3,Healthcare Representative,3,Married,16482,13455,1,Y,Yes,15,4,3,8,2,40,4,4,16,14,2,12
1881,64,Yes,Research & Development,23,1,Other,1,1,Male,56,2,3,Sales Executive,4,Divorced,3252,14524,6,Y,No,22,4,3,8,2,19,1,2,36,18,5,7
1882,39,No,Research & Development,9,1,Technical Degree,1,1,Female,74,3,2,Manufacturing Director,2,Single,9186,25653,3,Y,No,13,3,2,8,3,6,1,3,14,5,8,3
1883,64,No,Sales,25,1,Other,1,1,Male,54,2,4,Reseach Director,1,Married,2769,20482,5,Y,No,24,4,1,8,2,36,6,2,17,14,5,14
1884,47,No,Research & Development,14,2,Human Resources,1,2,Female,90,2,1,Research Scientist,4,Single,17211,12070,6,Y,Yes,12,4,3,8,1,15,4,3,13,13,14,11
1885,60,Yes,Research & Development,22,3,Other,1,1,Female,73,1,4,Research Scientist,1,Married,6451,19885,8,Y,Yes,23,3,2,8,3,38,5,1,13,7,7,13
1886,65,No,Human Resources,20,1,Human Resources,1,3,Male,75,2,4,Sales Executive,1,Divorced,15974,20238,1,Y,Yes,12,4,2,8,2,22,1,1,32,11,13,6
1887,34,No,Research & Development,16,4,Medical,1,1,Female,43,2,3,Research Scientist,2,Single,4245,3001,8,Y,Yes,15,3,1,8,3,31,4,3,37,3,14,11
1888,43,No,Human Resources,2,2,Other,1,4,Female,37,2,1,Sales Representative,4,Single,16620,2852,4,Y,Yes,23,3,3,8,2,16,1,2,10,5,5,8
1889,53,No,Human Resources,10,2,Medical,1,2,Male,77,2,4,Sales Representative,3,Divorced,9244,25114,5,Y,Yes,23,4,1,8,0,18,6,2,10,10,5,9
1890,18,No,Research & Development,3,4,Medical,1,4,Male,43,1,1,Sales Representative,4,Married,16838,7704,5,Y,No,18,4,3,8,2,33,4,1,25,6,15,7
1891,25,No,Sales,11,1,Life Sciences,1,3,Female,94,2,2,Sales Executive,3,Married,9689,5332,2,Y,No,18,4,1,8,3,13,1,3,2,3,14,1
1892,52,No,Sales,11,3,Medical,1,3,Male,36,1,3,Sales Executive,3,Single,12349,2622,6,Y,No,24,3,3,8,0,2,5,2,24,14,6,15
1893,32,No,Research & Development,21,1,Medical,1,3,Female,78,3,1,Manufacturing Director,2,Divorced,10157,11643,6,Y,Yes,22,3,3,8,1,38,2,4,16,0,10,17
1894,64,No,Sales,21,4,Other,1,3,Female,84,2,2,Manager,3,Single,11315,12311,7,Y,Yes,15,4,1,8,3,24,2,1,21,8,12,9
1895,39,No,Human Resources,22,2,Other,1,1,Male,42,2,2,Sales Representative,4,Single,18508,18308,4,Y,Yes,23,3,3,8,1,10,6,4,28,7,9,5
1896,31,Yes,Human Resources,13,3,Technical Degree,1,2,Male,85,2,2,Research Scientist,1,Married,19174,4652,1,Y,Yes,12,4,1,8,1,14,5,2,25,11,15,5
1897,43,No,Research & Development,7,2,Life Sciences,1,3,Female,85,1,4,Laboratory Technician,1,Married,12027,20653,2,Y,No,23,4,1,8,3,18,1,4,33,6,10,12
1898,45,Yes,Sales,21,4,Medical,1,4,Male,44,2,4,Manager,2,Married,19269,7195,8,Y,Yes,14,4,3,8,1,14,5,1,25,17,3,16
1899,40,No,Sales,17,1,Life Sciences,1,3,Male,86,2,3,Manufacturing Director,2,Married,12151,26182,5,Y,Yes,17,4,3,8,3,14,4,4,8,0,12,1
1900,31,No,Human Resources,2,3,Human Resources,1,2,Female,87,3,3,Research Scientist,2,Married,10555,20013,7,Y,Yes,24,3,1,8,3,37,2,2,39,8,12,17
1901,41,No,Research & Development,12,2,Medical,1,4,Female,64,1,2,Reseach Director,4,Divorced,4285,11557,7,Y,Yes,16,4,2,8,2,14,0,4,10,6,7,6
1902,19,No,Sales,25,2,Life Sciences,1,4,Female,45,1,3,Manufacturing Director,3,Single,17841,4873,4,Y,Yes,20,3,1,8,0,8,6,4,6,13,14,13
1903,62,No,Research & Development,10,2,Technical Degree,1,4,Female,37,3,4,Sales Representative,2,Divorced,17017,19422,0,Y,No,17,3,2,8,1,4,1,4,29,0,3,14
1904,43,Yes,Sales,18,1,Technical Degree,1,1,Female,74,1,3,Sales Representative,2,Single,5181,7349,5,Y,Yes,15,3,2,8,1,18,0,1,1,12,14,7
1905,31,No,Human Resources,22,3,Medical,1,3,Female,69,2,1,Reseach Director,3,Married,14192,23573,6,Y,Yes,12,3,1,8,0,23,0,2,29,14,6,8
1906,24,No,Human Resources,27,1,Human Resources,1,1,Male,83,2,4,Human Resources,1,Divorced,13845,20987,8,Y,No,18,3,1,8,0,28,6,4,3,4,0,10
1907,20,No,Research & Development,11,1,Technical Degree,1,4,Female,43,3,2,Manufacturing Director,2,Single,9998,4280,1,Y,Yes,24,3,1,8,0,4,3,2,13,4,11,2
1908,64,No,Human Resources,16,1,Technical Degree,1,1,Male,88,1,2,Reseach Director,1,Married,14749,8155,1,Y,Yes,22,4,2,8,0,21,0,4,12,13,8,13
1909,40,No,Sales,17,4,Human Resources,1,1,Male,82,1,3,Sales Executive,2,Married,14111,17707,0,Y,No,12,3,1,8,0,12,0,1,24,13,9,7
1910,63,No,Human Resources,19,4,Life Sciences,1,1,Female,56,1,4,Manufacturing Director,3,Divorced,16366,2973,4,Y,No,22,4,1,8,2,28,5,1,12,13,8,2
1911,60,No,Research & Development,18,4,Technical Degree,1,3,Male,76,3,2,Research Scientist,2,Divorced,19575,3939,1,Y,No,18,3,3,8,3,15,3,1,12,4,6,17
1912,64,No,Research & Development,3,3,Other,1,4,Female,35,2,2,Human Resources,4,Divorced,16622,8691,2,Y,No,25,4,3,8,0,35,3,4,36,10,7,13
1913,62,No,Research & Development,21,1,Technical Degree,1,4,Male,84,3,4,Healthcare Representative,3,Married,4335,20451,1,Y,No,17,4,3,8,2,16,3,2,5,18,1,7
